time_s,initial_mol,cumulative_inlet_mol,blood_free_mol,endothelium_free_mol,interstitium_free_mol,receptor_bound_mol,internalized_mol,cleared_or_degraded_mol,cumulative_outlet_mol,occupancy_fraction,applied_feedback_multiplier,scheduled_feedback_multiplier,balance_error_mol
4860,1.1363371054780858e-17,0,8.7848197577145281e-19,3.5341586752011478e-18,6.4528832838428468e-18,7.9968800635155836e-21,1.5117007956109182e-20,1.8357744523459975e-19,2.9115578671117606e-19,0.98282321190466493,0.75431904259898663,0.75429419702383371,9.2444637330587321e-33
4920,1.1363371054780858e-17,0,8.6728840132940704e-19,3.5035064374067766e-18,6.4894670473761078e-18,7.9976593434355949e-21,1.5238639162557561e-20,1.8766965294603834e-19,2.922032172165269e-19,0.982918986055068,0.75429419702383371,0.754270253486233,7.7037197775489434e-33
4980,1.1363371054780858e-17,0,8.5640611673593506e-19,3.4734621007301105e-18,6.5251231897372336e-18,7.998410516147315e-21,1.5358634844270396e-20,1.9178519883515599e-19,2.932374033819992e-19,0.98301130580619145,0.754270253486233,0.75424717354845217,6.1629758220391547e-33
5040,1.1363371054780858e-17,0,8.4582367033745736e-19,3.4440174482102172e-18,6.5598715634802303e-18,7.9991347654653995e-21,1.5477016285437133e-20,1.9592350987784625e-19,2.9425871182420033e-19,0.98310031664984121,0.75424717354845217,0.75422492083753967,4.622231866529366e-33
5100,1.1363371054780858e-17,0,8.3553019312059639e-19,3.4151640079672941e-18,6.5937316950275531e-18,7.9998332123896036e-21,1.5593804525907382e-20,2.0008402515590657e-19,2.9526749577120852e-19,0.9831861563578197,0.75422492083753967,0.75420346091054502,3.0814879110195774e-33
5160,1.1363371054780858e-17,0,8.2551536139256102e-19,3.3868930927570706e-18,6.6267227819538152e-18,8.0005069191560212e-21,1.5709020362041521e-20,2.0426619565713293e-19,2.9626409573907432e-19,0.98326895547982651,0.75420346091054502,0.75418276113004334,7.7037197775489434e-33
5220,1.1363371054780858e-17,0,8.157693621168552e-19,3.3591958360724377e-18,6.6588636911116625e-18,8.0011568929822509e-21,1.5822684347709845e-20,2.0846948407405429e-19,2.972488401651502e-19,0.98334883780374216,0.75418276113004334,0.75416279054906443,4.622231866529366e-33
5280,1.1363371054780858e-17,0,8.0628286070809564e-19,3.3320632250632432e-18,6.6901729575214443e-18,8.0017840895328124e-21,1.5934816795426158e-20,2.1269336460178997e-19,2.9822204600131919e-19,0.98342592078153135,0.75416279054906443,0.75414351980461714,6.1629758220391547e-33
5340,1.1363371054780858e-17,0,7.9704697110440777e-19,3.3054861305245661e-18,6.7206687839527153e-18,8.0023894161286932e-21,1.6045437777602902e-20,2.1693732273546925e-19,2.9918401926996031e-19,0.98350031592369802,0.75414351980461714,0.75412492101907547,6.1629758220391547e-33
5400,1.1363371054780858e-17,0,7.8805322794944814e-19,3.2794553341847071e-18,6.7503690411311649e-18,8.0029737347226191e-21,1.6154567127916261e-20,2.2120085506760772e-19,3.0013505558528285e-19,0.98357212916494918,0.75412492101907547,0.75410696770876273,7.7037197775489434e-33
5460,1.1363371054780858e-17,0,7.7929356072865447e-19,3.2539615535064504e-18,6.7792912685100471e-18,8.0035378646595222e-21,1.6262224442770282e-20,2.2548346908580019e-19,3.0107544064246698e-19,0.98364146120345852,0.75410696770876273,0.75408963469913537,7.7037197775489434e-33
5520,1.1363371054780858e-17,0,7.7076026971593958e-19,3.2289954641989035e-18,6.8074526755499961e-18,8.0040825852399524e-21,1.6368429082850393e-20,2.2978468297105323e-19,3.0200545067686751e-19,0.98370840781591207,0.75408963469913537,0.75407289804602196,7.7037197775489434e-33
5580,1.1363371054780858e-17,0,7.6244600359778992e-19,3.2045477206220857e-18,6.834870143455695e-18,8.0046086381024917e-21,1.6473200174757165e-20,2.3410402539704558e-19,3.0292535289537343e-19,0.98377306015030819,0.75407289804602196,0.75405673496242298,7.7037197775489434e-33
5640,1.1363371054780858e-17,0,7.5434373865166197e-19,3.1806089742525331e-18,6.8615602273220627e-18,8.0051167294397624e-21,1.6576556612712252e-20,2.3844103533058094e-19,3.0383540588185991e-19,0.98383550499830774,0.75405673496242298,0.75404112375042309,9.2444637330587321e-33
5700,1.1363371054780858e-17,0,7.4644675936476216e-19,3.1571698903652839e-18,6.8875391586464238e-18,8.0056075320613147e-21,1.6678517060328805e-20,2.4279526183346187e-19,3.0473585997853054e-19,0.98389582504876427,0.75404112375042309,0.7540260437378089,4.622231866529366e-33
5760,1.1363371054780858e-17,0,7.3874864038779325e-19,3.1342211630757095e-18,6.9128228481667863e-18,8.0060816873154777e-21,1.6779099952439499e-20,2.4716626386599791e-19,3.0562695764481303e-19,0.98395409912392062,0.7540260437378089,0.7540114752190199,3.0814879110195774e-33
